,index,Unnamed: 0,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weeks_mean
13179,13179,13179,2012-07-03 03:00:00,13055,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,10.0
13180,13180,13180,2012-07-03 04:00:00,13056,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,8.0
13181,13181,13181,2012-07-03 05:00:00,13057,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35,35.0
13182,13182,13182,2012-07-03 06:00:00,13058,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,162.0
13183,13183,13183,2012-07-03 07:00:00,13059,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462,483,445.0
13184,13184,13184,2012-07-03 08:00:00,13060,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,647.0
13185,13185,13185,2012-07-03 09:00:00,13061,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,314.0
13186,13186,13186,2012-07-03 10:00:00,13062,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,165.0
13187,13187,13187,2012-07-03 11:00:00,13063,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,177.0
13188,13188,13188,2012-07-03 12:00:00,13064,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,232.0
13189,13189,13189,2012-07-03 13:00:00,13065,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,212.0
13190,13190,13190,2012-07-03 14:00:00,13066,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,185.0
13191,13191,13191,2012-07-03 15:00:00,13067,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,71,330,401,231.0
13192,13192,13192,2012-07-03 16:00:00,13068,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,330.0
13193,13193,13193,2012-07-03 17:00:00,13069,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,797.0
13194,13194,13194,2012-07-03 18:00:00,13070,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,85,542,627,757.0
13195,13195,13195,2012-07-03 19:00:00,13071,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497,539.0
13196,13196,13196,2012-07-03 20:00:00,13072,3,1,7,20,0,2,1,3,0.76,0.6970000000000001,0.55,0.4925,80,296,376,450.0
13197,13197,13197,2012-07-03 21:00:00,13073,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196,293.0
13198,13198,13198,2012-07-03 22:00:00,13074,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,248.0
13199,13199,13199,2012-07-03 23:00:00,13075,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,19,152,171,115.0
13200,13200,13200,2012-07-04 00:00:00,13076,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,47.0
13201,13201,13201,2012-07-04 01:00:00,13077,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123,26.0
13202,13202,13202,2012-07-04 02:00:00,13078,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,8.0
13203,13203,13203,2012-07-04 03:00:00,13079,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,8.0
13204,13204,13204,2012-07-04 04:00:00,13080,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,9.0
13205,13205,13205,2012-07-04 05:00:00,13081,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19,38.0
13206,13206,13206,2012-07-04 06:00:00,13082,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32,186.0
13207,13207,13207,2012-07-04 07:00:00,13083,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72,499.0
13208,13208,13208,2012-07-04 08:00:00,13084,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,681.0
13209,13209,13209,2012-07-04 09:00:00,13085,3,1,7,9,1,3,0,1,0.76,0.6970000000000001,0.52,0.0,90,203,293,317.0
13210,13210,13210,2012-07-04 10:00:00,13086,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447,179.0
13211,13211,13211,2012-07-04 11:00:00,13087,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,214.0
13212,13212,13212,2012-07-04 12:00:00,13088,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,279.0
13213,13213,13213,2012-07-04 13:00:00,13089,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499,262.0
13214,13214,13214,2012-07-04 14:00:00,13090,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,260.0
13215,13215,13215,2012-07-04 15:00:00,13091,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,236.0
13216,13216,13216,2012-07-04 16:00:00,13092,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,373.0
13217,13217,13217,2012-07-04 17:00:00,13093,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,797.0
13218,13218,13218,2012-07-04 18:00:00,13094,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,740.0
13219,13219,13219,2012-07-04 19:00:00,13095,3,1,7,19,1,3,0,1,0.86,0.8029999999999999,0.47,0.2239,177,255,432,618.0
13220,13220,13220,2012-07-04 20:00:00,13096,3,1,7,20,1,3,0,1,0.86,0.8029999999999999,0.47,0.2239,237,314,551,433.0
13221,13221,13221,2012-07-04 21:00:00,13097,3,1,7,21,1,3,0,1,0.84,0.8029999999999999,0.53,0.1343,222,362,584,369.0
13222,13222,13222,2012-07-04 22:00:00,13098,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,264.0
13223,13223,13223,2012-07-04 23:00:00,13099,3,1,7,23,1,3,0,2,0.78,0.6970000000000001,0.43,0.0896,31,152,183,145.0
13224,13224,13224,2012-07-05 00:00:00,13100,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,57.0
13225,13225,13225,2012-07-05 01:00:00,13101,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,21.0
13226,13226,13226,2012-07-05 02:00:00,13102,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,13.0
13227,13227,13227,2012-07-05 03:00:00,13103,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,8.0
13228,13228,13228,2012-07-05 04:00:00,13104,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,10.0
13229,13229,13229,2012-07-05 05:00:00,13105,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,42.0
13230,13230,13230,2012-07-05 06:00:00,13106,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,175.0
13231,13231,13231,2012-07-05 07:00:00,13107,3,1,7,7,0,4,1,1,0.76,0.6970000000000001,0.55,0.0,27,316,343,492.0
13232,13232,13232,2012-07-05 08:00:00,13108,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,642.0
13233,13233,13233,2012-07-05 09:00:00,13109,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,321.0
13234,13234,13234,2012-07-05 10:00:00,13110,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,171.0
13235,13235,13235,2012-07-05 11:00:00,13111,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,200.0
13236,13236,13236,2012-07-05 12:00:00,13112,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,252.0
13237,13237,13237,2012-07-05 13:00:00,13113,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,231.0
13238,13238,13238,2012-07-05 14:00:00,13114,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,243.0
13239,13239,13239,2012-07-05 15:00:00,13115,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,246.0
13240,13240,13240,2012-07-05 16:00:00,13116,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,382.0
13241,13241,13241,2012-07-05 17:00:00,13117,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,729.0
13242,13242,13242,2012-07-05 18:00:00,13118,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,720.0
13243,13243,13243,2012-07-05 19:00:00,13119,3,1,7,19,0,4,1,2,0.88,0.8029999999999999,0.39,0.2537,128,375,503,550.0
13244,13244,13244,2012-07-05 20:00:00,13120,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,447.0
13245,13245,13245,2012-07-05 21:00:00,13121,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,349.0
13246,13246,13246,2012-07-05 22:00:00,13122,3,1,7,22,0,4,1,1,0.82,0.8029999999999999,0.59,0.1343,63,162,225,253.0
13247,13247,13247,2012-07-05 23:00:00,13123,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,163.0
13248,13248,13248,2012-07-06 00:00:00,13124,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,100.0
13249,13249,13249,2012-07-06 01:00:00,13125,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,41.0
13250,13250,13250,2012-07-06 02:00:00,13126,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,15.0
13251,13251,13251,2012-07-06 03:00:00,13127,3,1,7,3,0,5,1,2,0.74,0.6970000000000001,0.7,0.194,1,6,7,7.0
13252,13252,13252,2012-07-06 04:00:00,13128,3,1,7,4,0,5,1,1,0.74,0.6970000000000001,0.66,0.2239,2,4,6,11.0
13253,13253,13253,2012-07-06 05:00:00,13129,3,1,7,5,0,5,1,1,0.74,0.6970000000000001,0.66,0.194,4,31,35,39.0
13254,13254,13254,2012-07-06 06:00:00,13130,3,1,7,6,0,5,1,1,0.74,0.6970000000000001,0.66,0.194,4,127,131,145.0
13255,13255,13255,2012-07-06 07:00:00,13131,3,1,7,7,0,5,1,1,0.78,0.6970000000000001,0.46,0.1343,20,333,353,390.0
13256,13256,13256,2012-07-06 08:00:00,13132,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,630.0
13257,13257,13257,2012-07-06 09:00:00,13133,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,333.0
13258,13258,13258,2012-07-06 10:00:00,13134,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,191.0
13259,13259,13259,2012-07-06 11:00:00,13135,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,237.0
13260,13260,13260,2012-07-06 12:00:00,13136,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,294.0
13261,13261,13261,2012-07-06 13:00:00,13137,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,311.0
13262,13262,13262,2012-07-06 14:00:00,13138,3,1,7,14,0,5,1,1,0.9,0.8029999999999999,0.31,0.1642,91,184,275,291.0
13263,13263,13263,2012-07-06 15:00:00,13139,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,297.0
13264,13264,13264,2012-07-06 16:00:00,13140,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,430.0
13265,13265,13265,2012-07-06 17:00:00,13141,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,669.0
13266,13266,13266,2012-07-06 18:00:00,13142,3,1,7,18,0,5,1,1,0.9,0.8029999999999999,0.33,0.2537,106,454,560,554.0
13267,13267,13267,2012-07-06 19:00:00,13143,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,397.0
13268,13268,13268,2012-07-06 20:00:00,13144,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,298.0
13269,13269,13269,2012-07-06 21:00:00,13145,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,262.0
13270,13270,13270,2012-07-06 22:00:00,13146,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,227.0
13271,13271,13271,2012-07-06 23:00:00,13147,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,148.0
13272,13272,13272,2012-07-07 00:00:00,13148,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,107.0
13273,13273,13273,2012-07-07 01:00:00,13149,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,92.0
13274,13274,13274,2012-07-07 02:00:00,13150,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,74.0
13275,13275,13275,2012-07-07 03:00:00,13151,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,31.0
13276,13276,13276,2012-07-07 04:00:00,13152,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,15.0
13277,13277,13277,2012-07-07 05:00:00,13153,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,15.0
13278,13278,13278,2012-07-07 06:00:00,13154,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,45.0
13279,13279,13279,2012-07-07 07:00:00,13155,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,83.0
13280,13280,13280,2012-07-07 08:00:00,13156,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,188.0
13281,13281,13281,2012-07-07 09:00:00,13157,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,325.0
13282,13282,13282,2012-07-07 10:00:00,13158,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,444.0
13283,13283,13283,2012-07-07 11:00:00,13159,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,511.0
13284,13284,13284,2012-07-07 12:00:00,13160,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,559.0
13285,13285,13285,2012-07-07 13:00:00,13161,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,536.0
13286,13286,13286,2012-07-07 14:00:00,13162,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,530.0
13287,13287,13287,2012-07-07 15:00:00,13163,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,490.0
13288,13288,13288,2012-07-07 16:00:00,13164,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,476.0
13289,13289,13289,2012-07-07 17:00:00,13165,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,495.0
13290,13290,13290,2012-07-07 18:00:00,13166,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,464.0
13291,13291,13291,2012-07-07 19:00:00,13167,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,420.0
13292,13292,13292,2012-07-07 20:00:00,13168,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,343.0
13293,13293,13293,2012-07-07 21:00:00,13169,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,275.0
13294,13294,13294,2012-07-07 22:00:00,13170,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,244.0
13295,13295,13295,2012-07-07 23:00:00,13171,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,187.0
13296,13296,13296,2012-07-08 00:00:00,13172,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,153.0
13297,13297,13297,2012-07-08 01:00:00,13173,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,103.0
13298,13298,13298,2012-07-08 02:00:00,13174,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,93.0
13299,13299,13299,2012-07-08 03:00:00,13175,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,40.0
13300,13300,13300,2012-07-08 04:00:00,13176,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,12.0
13301,13301,13301,2012-07-08 05:00:00,13177,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,12.0
13302,13302,13302,2012-07-08 06:00:00,13178,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,25.0
13303,13303,13303,2012-07-08 07:00:00,13179,3,1,7,7,0,0,0,1,0.8,0.8029999999999999,0.66,0.0,19,33,52,56.0
13304,13304,13304,2012-07-08 08:00:00,13180,3,1,7,8,0,0,0,1,0.84,0.8029999999999999,0.53,0.1343,35,95,130,134.0
13305,13305,13305,2012-07-08 09:00:00,13181,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,242.0
13306,13306,13306,2012-07-08 10:00:00,13182,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,418.0
13307,13307,13307,2012-07-08 11:00:00,13183,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,476.0
13308,13308,13308,2012-07-08 12:00:00,13184,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,535.0
13309,13309,13309,2012-07-08 13:00:00,13185,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,540.0
13310,13310,13310,2012-07-08 14:00:00,13186,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,526.0
13311,13311,13311,2012-07-08 15:00:00,13187,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,432.0
13312,13312,13312,2012-07-08 16:00:00,13188,3,1,7,16,0,0,0,2,0.8,0.8029999999999999,0.66,0.2239,65,226,291,451.0
13313,13313,13313,2012-07-08 17:00:00,13189,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,513.0
13314,13314,13314,2012-07-08 18:00:00,13190,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,472.0
13315,13315,13315,2012-07-08 19:00:00,13191,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,398.0
13316,13316,13316,2012-07-08 20:00:00,13192,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,322.0
13317,13317,13317,2012-07-08 21:00:00,13193,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,252.0
13318,13318,13318,2012-07-08 22:00:00,13194,3,1,7,22,0,0,0,3,0.74,0.6970000000000001,0.7,0.0896,12,110,122,161.0
13319,13319,13319,2012-07-08 23:00:00,13195,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,102.0
13320,13320,13320,2012-07-09 00:00:00,13196,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,50.0
13321,13321,13321,2012-07-09 01:00:00,13197,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,21.0
13322,13322,13322,2012-07-09 02:00:00,13198,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,13.0
13323,13323,13323,2012-07-09 03:00:00,13199,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,5.0
13324,13324,13324,2012-07-09 04:00:00,13200,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,8.0
13325,13325,13325,2012-07-09 05:00:00,13201,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,35.0
13326,13326,13326,2012-07-09 06:00:00,13202,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,110.0
13327,13327,13327,2012-07-09 07:00:00,13203,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,343.0
13328,13328,13328,2012-07-09 08:00:00,13204,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,550.0
13329,13329,13329,2012-07-09 09:00:00,13205,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,271.0
13330,13330,13330,2012-07-09 10:00:00,13206,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,150.0
13331,13331,13331,2012-07-09 11:00:00,13207,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,168.0
13332,13332,13332,2012-07-09 12:00:00,13208,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,232.0
13333,13333,13333,2012-07-09 13:00:00,13209,3,1,7,13,0,1,1,2,0.76,0.6970000000000001,0.55,0.2537,67,188,255,240.0
13334,13334,13334,2012-07-09 14:00:00,13210,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,233.0
13335,13335,13335,2012-07-09 15:00:00,13211,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,235.0
13336,13336,13336,2012-07-09 16:00:00,13212,3,1,7,16,0,1,1,1,0.78,0.6970000000000001,0.4,0.2836,88,325,413,370.0
13337,13337,13337,2012-07-09 17:00:00,13213,3,1,7,17,0,1,1,1,0.78,0.6970000000000001,0.4,0.1642,108,741,849,768.0
13338,13338,13338,2012-07-09 18:00:00,13214,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,721.0
13339,13339,13339,2012-07-09 19:00:00,13215,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,542.0
13340,13340,13340,2012-07-09 20:00:00,13216,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,411.0
13341,13341,13341,2012-07-09 21:00:00,13217,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,287.0
13342,13342,13342,2012-07-09 22:00:00,13218,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,180.0
13343,13343,13343,2012-07-09 23:00:00,13219,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,93.0
13344,13344,13344,2012-07-10 00:00:00,13220,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,42.0
13345,13345,13345,2012-07-10 01:00:00,13221,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,19.0
13346,13346,13346,2012-07-10 02:00:00,13222,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,11.0
13347,13347,13347,2012-07-10 03:00:00,13223,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,6.0
13348,13348,13348,2012-07-10 04:00:00,13224,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,9.0
13349,13349,13349,2012-07-10 05:00:00,13225,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,37.0
13350,13350,13350,2012-07-10 06:00:00,13226,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,168.0
13351,13351,13351,2012-07-10 07:00:00,13227,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,505.0
13352,13352,13352,2012-07-10 08:00:00,13228,3,1,7,8,0,2,1,1,0.72,0.6970000000000001,0.74,0.1343,34,615,649,658.0
13353,13353,13353,2012-07-10 09:00:00,13229,3,1,7,9,0,2,1,1,0.74,0.6970000000000001,0.66,0.1343,47,284,331,309.0
13354,13354,13354,2012-07-10 10:00:00,13230,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,193.0
13355,13355,13355,2012-07-10 11:00:00,13231,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,227.0
13356,13356,13356,2012-07-10 12:00:00,13232,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,291.0
13357,13357,13357,2012-07-10 13:00:00,13233,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,287.0
13358,13358,13358,2012-07-10 14:00:00,13234,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,268.0
13359,13359,13359,2012-07-10 15:00:00,13235,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,326.0
13360,13360,13360,2012-07-10 16:00:00,13236,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,426.0
13361,13361,13361,2012-07-10 17:00:00,13237,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,811.0
13362,13362,13362,2012-07-10 18:00:00,13238,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,749.0
13363,13363,13363,2012-07-10 19:00:00,13239,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,541.0
13364,13364,13364,2012-07-10 20:00:00,13240,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,446.0
13365,13365,13365,2012-07-10 21:00:00,13241,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,267.0
13366,13366,13366,2012-07-10 22:00:00,13242,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,238.0
13367,13367,13367,2012-07-10 23:00:00,13243,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,142.0
13368,13368,13368,2012-07-11 00:00:00,13244,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,89.0
13369,13369,13369,2012-07-11 01:00:00,13245,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,58.0
13370,13370,13370,2012-07-11 02:00:00,13246,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,38.0
13371,13371,13371,2012-07-11 03:00:00,13247,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5,16.0
13372,13372,13372,2012-07-11 04:00:00,13248,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7,11.0
13373,13373,13373,2012-07-11 05:00:00,13249,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41,31.0
13374,13374,13374,2012-07-11 06:00:00,13250,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185,132.0
13375,13375,13375,2012-07-11 07:00:00,13251,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497,354.0
13376,13376,13376,2012-07-11 08:00:00,13252,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674,494.0
13377,13377,13377,2012-07-11 09:00:00,13253,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328,297.0
13378,13378,13378,2012-07-11 10:00:00,13254,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,262.0
13379,13379,13379,2012-07-11 11:00:00,13255,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,294.0
