,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13391,2012-07-11 23:00:00,13267,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152
13392,2012-07-12 00:00:00,13268,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56
13393,2012-07-12 01:00:00,13269,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21
13394,2012-07-12 02:00:00,13270,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9
13395,2012-07-12 03:00:00,13271,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10
13396,2012-07-12 04:00:00,13272,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5
13397,2012-07-12 05:00:00,13273,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44
13398,2012-07-12 06:00:00,13274,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178
13399,2012-07-12 07:00:00,13275,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512
13400,2012-07-12 08:00:00,13276,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702
13401,2012-07-12 09:00:00,13277,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327
13402,2012-07-12 10:00:00,13278,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214
13403,2012-07-12 11:00:00,13279,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215
13404,2012-07-12 12:00:00,13280,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292
13405,2012-07-12 13:00:00,13281,3,1,7,13,0,4,1,1,0.8,0.6970000000000001,0.33,0.2239,52,225,277
13406,2012-07-12 14:00:00,13282,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209
13407,2012-07-12 15:00:00,13283,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.19399999999999998,63,208,271
13408,2012-07-12 16:00:00,13284,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.19399999999999998,69,370,439
13409,2012-07-12 17:00:00,13285,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795
13410,2012-07-12 18:00:00,13286,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825
13411,2012-07-12 19:00:00,13287,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629
13412,2012-07-12 20:00:00,13288,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514
13413,2012-07-12 21:00:00,13289,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373
13414,2012-07-12 22:00:00,13290,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318
13415,2012-07-12 23:00:00,13291,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211
13416,2012-07-13 00:00:00,13292,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95
13417,2012-07-13 01:00:00,13293,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59
13418,2012-07-13 02:00:00,13294,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17
13419,2012-07-13 03:00:00,13295,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9
13420,2012-07-13 04:00:00,13296,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11
13421,2012-07-13 05:00:00,13297,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34
13422,2012-07-13 06:00:00,13298,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127
13423,2012-07-13 07:00:00,13299,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380
13424,2012-07-13 08:00:00,13300,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713
13425,2012-07-13 09:00:00,13301,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414
13426,2012-07-13 10:00:00,13302,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268
13427,2012-07-13 11:00:00,13303,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288
13428,2012-07-13 12:00:00,13304,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379
13429,2012-07-13 13:00:00,13305,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374
13430,2012-07-13 14:00:00,13306,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369
13431,2012-07-13 15:00:00,13307,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353
13432,2012-07-13 16:00:00,13308,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492
13433,2012-07-13 17:00:00,13309,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835
13434,2012-07-13 18:00:00,13310,3,1,7,18,0,5,1,1,0.78,0.6970000000000001,0.46,0.19399999999999998,108,523,631
13435,2012-07-13 19:00:00,13311,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488
13436,2012-07-13 20:00:00,13312,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389
13437,2012-07-13 21:00:00,13313,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299
13438,2012-07-13 22:00:00,13314,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263
13439,2012-07-13 23:00:00,13315,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212
13440,2012-07-14 00:00:00,13316,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191
13441,2012-07-14 01:00:00,13317,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118
13442,2012-07-14 02:00:00,13318,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101
13443,2012-07-14 03:00:00,13319,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40
13444,2012-07-14 04:00:00,13320,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9
13445,2012-07-14 05:00:00,13321,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5
13446,2012-07-14 06:00:00,13322,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35
13447,2012-07-14 07:00:00,13323,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48
13448,2012-07-14 08:00:00,13324,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151
13449,2012-07-14 09:00:00,13325,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.19399999999999998,82,200,282
13450,2012-07-14 10:00:00,13326,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401
13451,2012-07-14 11:00:00,13327,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439
13452,2012-07-14 12:00:00,13328,3,1,7,12,0,6,0,2,0.74,0.6970000000000001,0.66,0.0896,181,318,499
13453,2012-07-14 13:00:00,13329,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591
13454,2012-07-14 14:00:00,13330,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632
13455,2012-07-14 15:00:00,13331,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560
13456,2012-07-14 16:00:00,13332,3,1,7,16,0,6,0,2,0.72,0.6970000000000001,0.79,0.3582,226,340,566
13457,2012-07-14 17:00:00,13333,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458
13458,2012-07-14 18:00:00,13334,3,1,7,18,0,6,0,1,0.72,0.6970000000000001,0.79,0.1343,108,243,351
13459,2012-07-14 19:00:00,13335,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431
13460,2012-07-14 20:00:00,13336,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356
13461,2012-07-14 21:00:00,13337,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269
13462,2012-07-14 22:00:00,13338,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.19399999999999998,65,160,225
13463,2012-07-14 23:00:00,13339,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211
13464,2012-07-15 00:00:00,13340,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187
13465,2012-07-15 01:00:00,13341,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168
13466,2012-07-15 02:00:00,13342,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115
13467,2012-07-15 03:00:00,13343,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57
13468,2012-07-15 04:00:00,13344,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19
13469,2012-07-15 05:00:00,13345,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9
13470,2012-07-15 06:00:00,13346,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15
13471,2012-07-15 07:00:00,13347,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47
13472,2012-07-15 08:00:00,13348,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133
13473,2012-07-15 09:00:00,13349,3,1,7,9,0,0,0,2,0.72,0.6970000000000001,0.79,0.0,58,163,221
13474,2012-07-15 10:00:00,13350,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382
13475,2012-07-15 11:00:00,13351,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451
13476,2012-07-15 12:00:00,13352,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489
13477,2012-07-15 13:00:00,13353,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480
13478,2012-07-15 14:00:00,13354,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476
13479,2012-07-15 15:00:00,13355,3,1,7,15,0,0,0,1,0.86,0.8029999999999999,0.47,0.1343,182,307,489
13480,2012-07-15 16:00:00,13356,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495
13481,2012-07-15 17:00:00,13357,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436
13482,2012-07-15 18:00:00,13358,3,1,7,18,0,0,0,3,0.72,0.6970000000000001,0.79,0.3582,84,228,312
13483,2012-07-15 19:00:00,13359,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312
13484,2012-07-15 20:00:00,13360,3,1,7,20,0,0,0,1,0.72,0.6970000000000001,0.79,0.2537,95,199,294
13485,2012-07-15 21:00:00,13361,3,1,7,21,0,0,0,1,0.72,0.6970000000000001,0.79,0.0896,59,164,223
13486,2012-07-15 22:00:00,13362,3,1,7,22,0,0,0,1,0.72,0.6970000000000001,0.74,0.1045,34,96,130
13487,2012-07-15 23:00:00,13363,3,1,7,23,0,0,0,1,0.72,0.6970000000000001,0.79,0.1343,25,66,91
13488,2012-07-16 00:00:00,13364,3,1,7,0,0,1,1,3,0.72,0.6970000000000001,0.79,0.1045,11,32,43
13489,2012-07-16 01:00:00,13365,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.19399999999999998,1,10,11
13490,2012-07-16 02:00:00,13366,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15
13491,2012-07-16 03:00:00,13367,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6
13492,2012-07-16 04:00:00,13368,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12
13493,2012-07-16 05:00:00,13369,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50
13494,2012-07-16 06:00:00,13370,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140
13495,2012-07-16 07:00:00,13371,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483
13496,2012-07-16 08:00:00,13372,3,1,7,8,0,1,1,1,0.74,0.6970000000000001,0.66,0.1045,48,619,667
13497,2012-07-16 09:00:00,13373,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348
13498,2012-07-16 10:00:00,13374,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,69,117,186
13499,2012-07-16 11:00:00,13375,3,1,7,11,0,1,1,1,0.84,0.8029999999999999,0.53,0.2239,57,125,182
13500,2012-07-16 12:00:00,13376,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237
13501,2012-07-16 13:00:00,13377,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239
13502,2012-07-16 14:00:00,13378,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212
13503,2012-07-16 15:00:00,13379,3,1,7,15,0,1,1,1,0.86,0.8029999999999999,0.47,0.2537,61,176,237
13504,2012-07-16 16:00:00,13380,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386
13505,2012-07-16 17:00:00,13381,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755
13506,2012-07-16 18:00:00,13382,3,1,7,18,0,1,1,1,0.84,0.8029999999999999,0.53,0.0,97,697,794
13507,2012-07-16 19:00:00,13383,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595
13508,2012-07-16 20:00:00,13384,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454
13509,2012-07-16 21:00:00,13385,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328
13510,2012-07-16 22:00:00,13386,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284
13511,2012-07-16 23:00:00,13387,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166
13512,2012-07-17 00:00:00,13388,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53
13513,2012-07-17 01:00:00,13389,3,1,7,1,0,2,1,1,0.74,0.6970000000000001,0.7,0.0,4,21,25
13514,2012-07-17 02:00:00,13390,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7
13515,2012-07-17 03:00:00,13391,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,0,3,3
13516,2012-07-17 04:00:00,13392,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,0,7,7
13517,2012-07-17 05:00:00,13393,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38
13518,2012-07-17 06:00:00,13394,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213
13519,2012-07-17 07:00:00,13395,3,1,7,7,0,2,1,2,0.74,0.6970000000000001,0.7,0.0,26,500,526
13520,2012-07-17 08:00:00,13396,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,43,618,661
13521,2012-07-17 09:00:00,13397,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320
13522,2012-07-17 10:00:00,13398,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.19399999999999998,37,122,159
13523,2012-07-17 11:00:00,13399,3,1,7,11,0,2,1,2,0.86,0.8029999999999999,0.47,0.0,60,146,206
13524,2012-07-17 12:00:00,13400,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,80,174,254
13525,2012-07-17 13:00:00,13401,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.19399999999999998,53,168,221
13526,2012-07-17 14:00:00,13402,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,54,160,214
13527,2012-07-17 15:00:00,13403,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,57,187,244
13528,2012-07-17 16:00:00,13404,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,64,317,381
13529,2012-07-17 17:00:00,13405,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,95,675,770
13530,2012-07-17 18:00:00,13406,3,1,7,18,0,2,1,1,0.9,0.8029999999999999,0.33,0.19399999999999998,60,712,772
13531,2012-07-17 19:00:00,13407,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,69,478,547
13532,2012-07-17 20:00:00,13408,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,52,375,427
13533,2012-07-17 21:00:00,13409,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,50,283,333
13534,2012-07-17 22:00:00,13410,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,29,215,244
13535,2012-07-17 23:00:00,13411,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.19399999999999998,22,139,161
13536,2012-07-18 00:00:00,13412,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,8,45,53
13537,2012-07-18 01:00:00,13413,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,16
13538,2012-07-18 02:00:00,13414,3,1,7,2,0,3,1,1,0.74,0.6970000000000001,0.66,0.1343,3,5,8
13539,2012-07-18 03:00:00,13415,3,1,7,3,0,3,1,1,0.74,0.6970000000000001,0.66,0.1343,2,2,4
13540,2012-07-18 04:00:00,13416,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,6
13541,2012-07-18 05:00:00,13417,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,46
13542,2012-07-18 06:00:00,13418,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,162
13543,2012-07-18 07:00:00,13419,3,1,7,7,0,3,1,1,0.74,0.6970000000000001,0.66,0.1642,23,472,495
13544,2012-07-18 08:00:00,13420,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,679
13545,2012-07-18 09:00:00,13421,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,44,253,297
13546,2012-07-18 10:00:00,13422,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.19399999999999998,39,99,138
13547,2012-07-18 11:00:00,13423,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,183
13548,2012-07-18 12:00:00,13424,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202
13549,2012-07-18 13:00:00,13425,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,49,154,203
13550,2012-07-18 14:00:00,13426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170
13551,2012-07-18 15:00:00,13427,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194
13552,2012-07-18 16:00:00,13428,3,1,7,16,0,3,1,1,0.74,0.6970000000000001,0.66,0.2537,34,190,224
13553,2012-07-18 17:00:00,13429,3,1,7,17,0,3,1,1,0.74,0.6970000000000001,0.7,0.2537,35,335,370
13554,2012-07-18 18:00:00,13430,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,643
13555,2012-07-18 19:00:00,13431,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516
13556,2012-07-18 20:00:00,13432,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,366
13557,2012-07-18 21:00:00,13433,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,53,266,319
13558,2012-07-18 22:00:00,13434,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288
13559,2012-07-18 23:00:00,13435,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131
13560,2012-07-19 00:00:00,13436,3,1,7,0,0,4,1,1,0.74,0.6970000000000001,0.66,0.0896,16,50,66
13561,2012-07-19 01:00:00,13437,3,1,7,1,0,4,1,1,0.74,0.6970000000000001,0.66,0.0896,6,19,25
13562,2012-07-19 02:00:00,13438,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.19399999999999998,0,7,7
13563,2012-07-19 03:00:00,13439,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5
13564,2012-07-19 04:00:00,13440,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,8
13565,2012-07-19 05:00:00,13441,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40
13566,2012-07-19 06:00:00,13442,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152
13567,2012-07-19 07:00:00,13443,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473
13568,2012-07-19 08:00:00,13444,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657
13569,2012-07-19 09:00:00,13445,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318
13570,2012-07-19 10:00:00,13446,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.19399999999999998,41,157,198
13571,2012-07-19 11:00:00,13447,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216
13572,2012-07-19 12:00:00,13448,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274
13573,2012-07-19 13:00:00,13449,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254
13574,2012-07-19 14:00:00,13450,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197
13575,2012-07-19 15:00:00,13451,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292
13576,2012-07-19 16:00:00,13452,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358
13577,2012-07-19 17:00:00,13453,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,771
13578,2012-07-19 18:00:00,13454,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.19399999999999998,93,684,777
13579,2012-07-19 19:00:00,13455,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533
13580,2012-07-19 20:00:00,13456,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505
13581,2012-07-19 21:00:00,13457,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332
13582,2012-07-19 22:00:00,13458,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68
13583,2012-07-19 23:00:00,13459,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65
13584,2012-07-20 00:00:00,13460,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34
13585,2012-07-20 01:00:00,13461,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11
13586,2012-07-20 02:00:00,13462,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19
13587,2012-07-20 03:00:00,13463,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36
13588,2012-07-20 04:00:00,13464,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9
13589,2012-07-20 05:00:00,13465,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42
13590,2012-07-20 06:00:00,13466,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126
13591,2012-07-20 07:00:00,13467,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.19399999999999998,14,346,360
13592,2012-07-20 08:00:00,13468,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691
13593,2012-07-20 09:00:00,13469,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373
13594,2012-07-20 10:00:00,13470,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233
13595,2012-07-20 11:00:00,13471,3,1,7,11,0,5,1,3,0.72,0.6970000000000001,0.74,0.19399999999999998,51,161,212
13596,2012-07-20 12:00:00,13472,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274
13597,2012-07-20 13:00:00,13473,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156
13598,2012-07-20 14:00:00,13474,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229
13599,2012-07-20 15:00:00,13475,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216
13600,2012-07-20 16:00:00,13476,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436
13601,2012-07-20 17:00:00,13477,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715
13602,2012-07-20 18:00:00,13478,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
13603,2012-07-20 19:00:00,13479,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402
13604,2012-07-20 20:00:00,13480,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,251
13605,2012-07-20 21:00:00,13481,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122
13606,2012-07-20 22:00:00,13482,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.19399999999999998,13,122,135
13607,2012-07-20 23:00:00,13483,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,166
13608,2012-07-21 00:00:00,13484,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,103
13609,2012-07-21 01:00:00,13485,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,72
13610,2012-07-21 02:00:00,13486,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60
13611,2012-07-21 03:00:00,13487,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,25
13612,2012-07-21 04:00:00,13488,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16
13613,2012-07-21 05:00:00,13489,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,17
13614,2012-07-21 06:00:00,13490,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15
13615,2012-07-21 07:00:00,13491,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,37
13616,2012-07-21 08:00:00,13492,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112
13617,2012-07-21 09:00:00,13493,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.19399999999999998,32,175,207
13618,2012-07-21 10:00:00,13494,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268
13619,2012-07-21 11:00:00,13495,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,305
13620,2012-07-21 12:00:00,13496,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,457
13621,2012-07-21 13:00:00,13497,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,354
13622,2012-07-21 14:00:00,13498,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,343
13623,2012-07-21 15:00:00,13499,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,380
